"","Name_submitted","Accepted_name","Common.Name","Butterflies.and.Moths.Supported","Attracts.Wildlife","Plant.Type","Form","Height","Width","Growth.Rate","Seasonality","Flower.Color","Flowering.Season","Fragrance","Sun","Soil.Drainage","Water.Requirement","Summer.Irrigation","Ease.of.Care","Nursery.Availability","Companions","Special.Uses","Communities..simplified.","Communities","Hardiness","Sunset.Zones","Soil","Soil.Texture","Soil.pH","Soil.Toxicity","Mulch","Site.Type","Elevation..min.","Elevation..max.","Rainfall..min.","Rainfall..max.","Tips","Pests","Propagation","Height..min.","Height..max.","Width..min.","Width..max.","Other.Names","Alternative.Common.Names","Obsolete.Names","Rarity","Is.Cultivar","Jepson.Link","Plant.Url","QR.Codes..change.number.to.change.image.size.in.pixels."
"5831","Moehringia macrophylla","Moehringia macrophylla","Large-leaved Sandwort",0,"","Perennial herb","","7 in","","","","White, Green, Black","","","","","","","","Never or Almost Never Available","","","Forest","Mixed Evergreen Forest, Red Fir Forest, Yellow Pine Forest","","","","","","","","",NA,NA,13.43,160.97,"","","",7,7,NA,NA,"","Largeleaf Sandwort","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Moehringia+macrophylla","https://calscape.org/Moehringia-macrophylla-%28Large-leaved-Sandwort%29","https://calscape.org/storage/app/media/qr/Moehringia-macrophylla-%28Large-leaved-Sandwort%29.png"
"5832","Monarda pectinata","Monarda pectinata","Pony Beebalm",0,"Hummingbirds","Annual herb","","6 - 13 in","","","","Purple","Summer, Fall","","Full Sun, Partial Shade","Fast","Low","","Moderate","Rarely Available","","","Desert, Woodland","Joshua Tree Woodland, Pinyon-Juniper Woodland","","","","","","","","Washes, rocky slopes,",3079,4601,0,0,"Prefers sun or part shade. Likes sandy soils and rocky slopes.","","",6,13,NA,NA,"Beebalm, Pony","","","Rare","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monarda+pectinata","https://calscape.org/Monarda-pectinata-%28Pony-Beebalm%29","https://calscape.org/storage/app/media/qr/Monarda-pectinata-%28Pony-Beebalm%29.png"
"5833","Monardella 'Moonlight'",NA,"Moonlight Monardella",0,"","Perennial herb","Mounding","6 - 12 in","1 - 2 ft","Fast","Evergreen","White","Spring, Summer","","Full Sun, Partial Shade","Fast","Low, Moderate","","","","","Groundcover","","","25","","sandy, coarse-grained or other fast draining soils","","","","","",NA,NA,NA,NA,"","","",6,12,12,24,"","","","","Y","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella","https://calscape.org/Monardella-%27Moonlight%27-%28Moonlight-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-%27Moonlight%27-%28Moonlight-Monardella%29.png"
"5834","Monardella australis","Monardella australis","Desert Mint",3,"Bees, Birds, Butterflies, Hummingbirds, Caterpillars","Perennial herb","","1 - 12 in","","Fast","","Lavender, Purple","Summer, Fall","Pleasant","Full Sun, Partial Shade","Fast","Low","","Moderate","Commonly Available","","Lawn alternative","Desert, Forest","Lodgepole Forest, Red Fir Forest, Sagebrush Scrub, Subalpine Forest, Yellow Pine Forest","","","Prefers sandy or decomposed granite soil","","","","","Rocky openings in montane and subalpine forests",811,13700,6.16,52.11,"Prefers sun or part shade.This plant is not particularly drought tolerant.  It likes summer water every 2-4 weeks. ","","",1,12,NA,NA,"Mountain Monardella|","Southern Monardella","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+australis","https://calscape.org/Monardella-australis-%28Desert-Mint%29","https://calscape.org/storage/app/media/qr/Monardella-australis-%28Desert-Mint%29.png"
"5835","Monardella australis ssp. australis","Monardella australis subsp. australis","",0,"","Perennial herb","","","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,6.16,52.11,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+australis+subsp.+australis","https://calscape.org/Monardella-australis-ssp.-australis-%28%29","https://calscape.org/storage/app/media/qr/Monardella-australis-ssp.-australis-%28%29.png"
"5836","Monardella australis ssp. cinerea","Monardella australis subsp. cinerea","Gray Monardella",0,"Bees, Butterflies","Perennial herb","","","","","","Lavender, Pink, White","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,12.1,51.67,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+australis+subsp.+cinerea","https://calscape.org/Monardella-australis-ssp.-cinerea-%28Gray-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-australis-ssp.-cinerea-%28Gray-Monardella%29.png"
"5837","Monardella australis ssp. jokerstii","Monardella australis subsp. jokerstii","Jokerst's Monardella",3,"Butterflies, Caterpillars","Perennial herb","","","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,16.04,51.67,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+australis+subsp.+jokerstii","https://calscape.org/Monardella-australis-ssp.-jokerstii-%28Jokerst%27s-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-australis-ssp.-jokerstii-%28Jokerst%27s-Monardella%29.png"
"5838","Monardella beneolens","Monardella beneolens","Sweet-smelling Monardella",1,"Bees, Butterflies, Caterpillars","Perennial herb","","4 - 12 in","","","","Purple, Pink, Green","","","Full Sun, Partial Shade","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,7.24,60.02,"","","",4,12,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+beneolens","https://calscape.org/Monardella-beneolens-%28Sweet-smelling-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-beneolens-%28Sweet-smelling-Monardella%29.png"
"5839","Monardella boydii","Monardella boydii","",0,"","Annual herb","","5 - 16 in","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,6.42,11.99,"","","",5,16,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+boydii","https://calscape.org/Monardella-boydii-%28%29","https://calscape.org/storage/app/media/qr/Monardella-boydii-%28%29.png"
"5840","Monardella breweri","Monardella breweri","Brewer's Monardella",7,"Bees, Birds, Butterflies, Hummingbirds, Caterpillars","Annual herb","","4 - 25 in","","","","Purple","","","","","","","","Never or Almost Never Available","","","Woodland","Foothill Woodland","","","","","","","","",NA,NA,NA,NA,"","","",4,25,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+breweri","https://calscape.org/Monardella-breweri-%28Brewer%27s-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-breweri-%28Brewer%27s-Monardella%29.png"
"5841","Monardella breweri ssp. breweri","Monardella breweri subsp. breweri","",6,"Butterflies, Caterpillars","Annual herb","","","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,5.91,57.27,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+breweri+subsp.+breweri","https://calscape.org/Monardella-breweri-ssp.-breweri-%28%29","https://calscape.org/storage/app/media/qr/Monardella-breweri-ssp.-breweri-%28%29.png"
"5842","Monardella breweri ssp. glandulifera","Monardella breweri subsp. glandulifera","",3,"Butterflies, Caterpillars","Annual herb","","","","","","Purple","","","","","","","","Never or Almost Never Available","","","Chaparral, Forest, Grassland, Woodland","Chaparral, Foothill Woodland, Lodgepole Forest, Red Fir Forest, Subalpine Forest, Valley Grassland, Yellow Pine Forest","","","","","","","","",NA,NA,24.36,51.17,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+breweri+subsp.+glandulifera","https://calscape.org/Monardella-breweri-ssp.-glandulifera-%28%29","https://calscape.org/storage/app/media/qr/Monardella-breweri-ssp.-glandulifera-%28%29.png"
"5843","Monardella breweri ssp. lanceolata","Monardella breweri subsp. lanceolata","Mustang Mint",8,"Bees, Birds, Butterflies, Hummingbirds, Caterpillars","Annual herb","","","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,4.89,95.64,"","","",NA,NA,NA,NA,"","Mustang Monardella,Mustang Mountainbalm","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+breweri+subsp.+lanceolata","https://calscape.org/Monardella-breweri-ssp.-lanceolata-%28Mustang-Mint%29","https://calscape.org/storage/app/media/qr/Monardella-breweri-ssp.-lanceolata-%28Mustang-Mint%29.png"
"5844","Monardella breweri ssp. microcephala","Monardella breweri subsp. microcephala","",3,"Butterflies, Caterpillars","Annual herb","","","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,6.62,30.99,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+breweri+subsp.+microcephala","https://calscape.org/Monardella-breweri-ssp.-microcephala-%28%29","https://calscape.org/storage/app/media/qr/Monardella-breweri-ssp.-microcephala-%28%29.png"
"5845","Monardella candicans","Monardella candicans","Sierra Monardella",5,"Bees, Butterflies, Caterpillars","Annual herb","","6 - 22 in","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,4.39,52.34,"","","",6,22,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+candicans","https://calscape.org/Monardella-candicans-%28Sierra-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-candicans-%28Sierra-Monardella%29.png"
"5846","Monardella douglasii","Monardella douglasii","Douglas' Monardella",7,"Bees, Butterflies, Hummingbirds, Caterpillars","Annual herb","","4 - 12 in","","","","Purple","","","Full Sun, Partial Shade","","","","","Never or Almost Never Available","","","Chaparral, Woodland","Chaparral, Woodland","","5, 7, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24","","","","","","Open, grassy places",0,1439,7.86,54.41,"Prefers sun or part shade.","","",4,12,NA,NA,"Monardella, Douglas'","","Monardella douglasii ssp. douglasii","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+douglasii","https://calscape.org/Monardella-douglasii-%28Douglas%27-Monardella%29-2","https://calscape.org/storage/app/media/qr/Monardella-douglasii-%28Douglas%27-Monardella%29-2.png"
"5847","Monardella eremicola","Monardella eremicola","",0,"","Annual herb","","6 - 22 in","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,6.27,12.9,"","","",6,22,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+eremicola","https://calscape.org/Monardella-eremicola-%28%29","https://calscape.org/storage/app/media/qr/Monardella-eremicola-%28%29.png"
"5848","Monardella exilis","Monardella exilis","Mojave Monardella",2,"Bees, Butterflies, Caterpillars","Annual herb","","2 - 12 in","","","","Purple, White, Green","","","","","","","","Never or Almost Never Available","","","Desert","Joshua Tree Woodland","","","","","","","","",NA,NA,0,51.27,"","","",2,12,NA,NA,"","Desert Monardella","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+exilis","https://calscape.org/Monardella-exilis-%28Mojave-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-exilis-%28Mojave-Monardella%29.png"
"5849","Monardella follettii","Monardella follettii","Follett's Monardella",5,"Bees, Butterflies, Caterpillars","Shrub","","1 - 2 ft","","","","Lavender, Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,10.2,96.63,"","","",12,24,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+follettii","https://calscape.org/Monardella-follettii-%28Follett%27s-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-follettii-%28Follett%27s-Monardella%29.png"
"5850","Monardella hypoleuca","Monardella hypoleuca","Thickleaf Monardella",5,"Bees, Butterflies, Caterpillars","Perennial herb","","4 - 22 in","","","","White, Purple","","","Full Sun, Partial Shade","","","","","Never or Almost Never Available","","","Chaparral","Chaparral","","","","","","","","",NA,NA,NA,NA,"","","",4,22,NA,NA,"","White Leaf Monardella","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+hypoleuca","https://calscape.org/Monardella-hypoleuca-%28Thickleaf-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-hypoleuca-%28Thickleaf-Monardella%29.png"
"5851","Monardella hypoleuca ssp. hypoleuca","Monardella hypoleuca subsp. hypoleuca","Thickleaf Monardella",4,"Butterflies, Caterpillars","Perennial herb","","","","","","Purple","Summer","","Full Sun, Partial Shade","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,11.47,51,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+hypoleuca+subsp.+hypoleuca","https://calscape.org/Monardella-hypoleuca-ssp.-hypoleuca-%28Thickleaf-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-hypoleuca-ssp.-hypoleuca-%28Thickleaf-Monardella%29.png"
"5852","Monardella hypoleuca ssp. intermedia","Monardella hypoleuca subsp. intermedia","",3,"Bees, Butterflies, Caterpillars","Perennial herb","","","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,11.47,28.3,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+hypoleuca+subsp.+intermedia","https://calscape.org/Monardella-hypoleuca-ssp.-intermedia-%28%29","https://calscape.org/storage/app/media/qr/Monardella-hypoleuca-ssp.-intermedia-%28%29.png"
"5853","Monardella hypoleuca ssp. lanata","Monardella hypoleuca subsp. lanata","Felt-leaved Monardella",4,"Bees, Butterflies, Caterpillars","Perennial herb","","","","","","White","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,5.47,33.21,"","","",NA,NA,NA,NA,"","Feltleaf Monardella","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+hypoleuca+subsp.+lanata","https://calscape.org/Monardella-hypoleuca-ssp.-lanata-%28Felt-leaved-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-hypoleuca-ssp.-lanata-%28Felt-leaved-Monardella%29.png"
"5854","Monardella leucocephala","Monardella leucocephala","Merced Monardella",3,"Butterflies, Caterpillars","Annual herb","","6 - 10 in","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,10.1,19.49,"","","",6,10,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+leucocephala","https://calscape.org/Monardella-leucocephala-%28Merced-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-leucocephala-%28Merced-Monardella%29.png"
"5855","Monardella linoides","Monardella linoides","Willowy Monardella",8,"Bees, Birds, Butterflies, Hummingbirds, Caterpillars","Perennial herb","Mounding","1 - 2 ft","2 ft","Moderate","Evergreen","Lavender, Pink, White","Summer","Pleasant","Full Sun","Medium","Low, Very Low","Max 3x / month once established","","Sometimes Available","Plant it where you can see it when it blooms, along with low growing Manzanita (<a href=""/search/?plant=Arctostaphylos%20(Genus)"">Arctostaphylos spp.</a>), native grasses, and bulbs such as Allium, Dichelostemma, Calochortus and Lilium species.","","Chaparral, Coastal Scrub, Forest, Woodland","Chaparral, Coastal Sage Scrub, Foothill Woodland, Pinyon-Juniper Woodland, Red Fir Forest, Yellow Pine Forest","Tolerates cold to 25&deg; F","","Prefers rocky, gravelly soil","","6.0 - 7.5","","Organic with Rocks","Desert flats, subalpine forests, chaparral, coast sage",268,11361,2.7,70.51,"Prefers sun or part shade. Likes sandy soils.","","For propagating by seed: No treatment.",12,24,24,24,"Monardella, Flax Like","Narrowleaf Monardella,Flaxleaf Monardella,Narrow Leaf Monardella,San Diego Willowy Mint","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+linoides","https://calscape.org/Monardella-linoides-%28Willowy-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-linoides-%28Willowy-Monardella%29.png"
"5856","Monardella linoides ssp. anemonoides","Monardella linoides subsp. anemonoides","Southern Sierra Monardella",2,"Butterflies, Caterpillars","Perennial herb","","","","","","Purple","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,8.82,51.27,"","","",NA,NA,NA,NA,"","Willowy Monardella","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+linoides+subsp.+anemonoides","https://calscape.org/Monardella-linoides-ssp.-anemonoides-%28Southern-Sierra-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-linoides-ssp.-anemonoides-%28Southern-Sierra-Monardella%29.png"
"5857","Monardella linoides ssp. erecta","Monardella linoides subsp. erecta","Willowy Monardella",0,"","Perennial herb","","","","","","Purple","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,6.16,52.11,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Monardella+linoides+subsp.+erecta","https://calscape.org/Monardella-linoides-ssp.-erecta-%28Willowy-Monardella%29","https://calscape.org/storage/app/media/qr/Monardella-linoides-ssp.-erecta-%28Willowy-Monardella%29.png"
