"","plant_id","active_growth_period","bloat","c_n_ratio","coppice_potential","fall_conspicuous","fire_resistant","flower_color","flower_conspicuous","foliage_color","foliage_porosity_summer","foliage_porosity_winter","foliage_texture","fruit_seed_color","fruit_seed_conspicuous","growth_form","growth_rate","height_at_20_years_maximum_feet","height_mature_feet","known_allelopath","leaf_retention","lifespan","low_growing_grass","nitrogen_fixation","resprout_ability","shape_and_orientation","toxicity","adapted_to_coarse_textured_soils","adapted_to_fine_textured_soils","adapted_to_medium_textured_soils","anaerobic_tolerance","caco_3_tolerance","cold_stratification_required","drought_tolerance","fertility_requirement","fire_tolerance","frost_free_days_minimum","hedge_tolerance","moisture_use","ph_maximum","ph_minimum","planting_density_per_acre_maximum","planting_density_per_acre_minimum","precipitation_maximum","precipitation_minimum","root_depth_minimum","salinity_tolerance","shade_tolerance","temperature_minimum_f","bloom_period","commercial_availability","fruit_seed_abundance","fruit_seed_period_begin","fruit_seed_period_end","fruit_seed_persistence","propagated_by_bare_root","propagated_by_bulb","propagated_by_container","propagated_by_corm","propagated_by_cuttings","propagated_by_seed","propagated_by_sod","propagated_by_sprigs","propagated_by_tubers","seed_per_pound","seed_spread_rate","seedling_vigor","small_grain","vegetative_spread_rate","berry_nut_seed_product","christmas_tree_product","fodder_product","fuelwood_product","lumber_product","naval_store_product","nursery_stock_product","palatable_browse_animal","palatable_human","post_product","pulpwood_product","veneer_product","Name_submitted","Accepted_name","symbol"
"1608",90619,"Spring and Summer","None","Medium","No","No","No","White","Yes","Green","Moderate","Porous","Medium","Black","Yes","Single Stem","Moderate","20","30.0","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","None","High","Yes","None","Medium","Low","110","None","Medium",7.5,5.5,"1200","700","45","24","36","Medium","Intolerant","-33","Spring","Routinely Available","High","Summer","Summer","No","Yes","No","Yes","No","Yes","Yes","No","No","No","8910","Slow","High","No","None","No","No","No","Medium","No","No","Yes","Medium","No","No","No","No","Prunus padus","Prunus padus","PRPA5"
"1609",90621,"Spring and Summer","None","High","Yes","No","No","White","Yes","Green","Dense","Porous","Medium","Red","Yes","Single Stem","Rapid","25","30.0","No","No","Short","No","None","Yes","Erect","Moderate","Yes","Yes","Yes","Low","None","Yes","Low","Low","High","90","None","Medium",7.3,4.3,"800","300","80","16","20","None","Intolerant","-38","Mid Spring","Routinely Available","High","Summer","Summer","No","Yes","No","Yes","No","Yes","Yes","No","No","No","14200","Rapid","Low","No","None","Yes","No","No","Medium","No","No","No","Medium","Yes","No","Yes","No","Prunus pensylvanica","Prunus pensylvanica","PRPE2"
"1610",81949,"Spring, Summer, Fall","None","High","Yes","No","No",NA,"Yes","Green","Porous","Porous","Fine","Brown","Yes","Single Stem","Rapid","10","25.0","No","No","Moderate","No","Low","Yes","Erect","None","Yes","Yes","Yes","None","Medium","No","Medium","Low","Medium","200","High","Medium",9,7.5,"1200","50","15","6","24","High","Intermediate","-3","Early Spring","Routinely Available","High","Summer","Summer","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","14000","None","High","No","None","No","No","No","Medium","Yes","No","Yes","High","Yes","Yes","No","Yes","Prosopis pubescens","Strombocarpa pubescens","PRPU"
"1611",90634,"Spring and Summer","None","Medium","No","No","No","White","Yes","Green","Dense","Moderate","Coarse","Black","Yes","Multiple Stem","Slow","6","6.0","No","No","Long","No","None","No","Erect","None","Yes","No","Yes","None","High","Yes","Medium","Low","Low","125","Low","Low",7,5.9,"4800","1200","50","15","24","None","Tolerant","-33","Late Spring","Routinely Available","Medium","Summer","Summer","No","Yes","No","Yes","No","No","Yes","No","No","No","2920","Slow","Medium","No","Slow","No","No","No",NA,"No","No","Yes","Low","Yes","No","No","No","Prunus pumila","Prunus pumila","PRPU3"
"1612",90635,"Spring and Summer","None","Medium","Yes","No","No","White","Yes","Green","Dense","Porous","Medium","Black","Yes","Multiple Stem","Moderate","3","3.0","No","No","Moderate","No","None","Yes","Semi-Erect","None","Yes","No","Yes","None","High","Yes","Low","Medium","Medium","100","Low","Medium",7.5,5.3,"11000","4800","24","12","20","Low","Intolerant","-38","Early Spring","Routinely Available","Medium","Summer","Summer","No","Yes","No","Yes","No","No","Yes","No","No","No","2400","Slow","High","No","None","No","No","No",NA,"No","No","Yes","Medium","Yes","No","No","No","Prunus pumila","Prunus pumila","PRPUB"
"1613",90650,"Spring and Summer","Low","High","Yes","No","No","White","Yes","Green","Moderate","Porous","Medium","Black","Yes","Multiple Stem","Rapid","40","80.0","No","No","Moderate","No","None","Yes","Erect","Severe","Yes","No","Yes","None","High","Yes","Medium","Medium","Low","120","None","Medium",7.5,4,"800","300","50","21","36","Medium","Intolerant","-33","Late Spring","Routinely Available","High","Summer","Summer","No","Yes","No","Yes","No","No","Yes","No","No","No","4800","Rapid","High","No","None","No","No","No","High","Yes","Yes","Yes","Low","Yes","No","No","Yes","Prunus serotina","Prunus serotina","PRSE2"
"1614",90655,"Spring and Summer","None","High","Yes","Yes","Yes","White","Yes","Green","Dense","Porous","Medium","Purple","Yes","Multiple Stem","Rapid","10","40.0","No","No","Long","No","None","Yes","Erect","Severe","Yes","Yes","Yes","Low","High","Yes","High","Low","High","160","High","Medium",8.5,7,"800","300","35","9","12","Medium","Intermediate","-23","Early Spring","Contracting Only","Medium","Summer","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","5600","Slow","High","No","Slow","Yes","No","No","High","No","No","Yes","Low","Yes","No","No","No","Prunus serotina","Prunus serotina","PRSER2"
"1615",90663,"Spring and Summer","Low","High","Yes","Yes","No","White","No","Green","Dense","Porous","Medium","Purple","Yes","Thicket Forming","Moderate","20","25.0","No","No","Moderate","No","None","Yes","Erect","Slight","Yes","No","Yes","None","Medium","Yes","Medium","Low","High","250","High","Low",7.5,6.5,"2500","200","100","17","12","None","Intolerant","-28","Early Spring","No Known Source","Medium","Spring","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","556","Moderate","High","No","Moderate","Yes","No","No","Low","No","Yes","Yes","Medium","Yes","No","No","No","Prunus subcordata","Prunus subcordata","PRSU2"
"1616",90676,"Spring and Summer","None","High","Yes","Yes","No","White","Yes","Green","Dense","Moderate","Medium","Red","Yes","Single Crown","Moderate","8","8.0","No","No","Long","No","None","Yes","Irregular","None","Yes","No","Yes","None","Medium","Yes","Medium","Medium","Low","100","Medium","Medium",7.2,5.7,"1200","680","40","24","20","Low","Intolerant","-38","Late Spring","Routinely Available","Medium","Summer","Summer","Yes","Yes","No","Yes","No","No","Yes","No","No","No","4740","Slow","Medium","No","None","No","No","No",NA,"No","No","Yes","Low","Yes","No","No","No","Prunus tomentosa","Prunus tomentosa","PRTO80"
"1617",90686,"Spring and Summer","None","High","No","Yes","No","White","Yes","Green","Dense","Porous","Medium","Black","Yes","Multiple Stem","Rapid","15","25.0","Yes","No","Short","No","None","Yes","Erect","Severe","Yes","Yes","Yes","Medium","High","Yes","Medium","Medium","High","120","Low","Medium",8.4,5.2,"2728","682","65","13","20","Medium","Intolerant","-43","Mid Spring","Routinely Available","High","Summer","Summer","Yes","Yes","No","Yes","No","No","Yes","No","No","No","4971","Slow","Medium","No","Moderate","No","No","No","High","No","No","No","High","Yes","No","No","No","Prunus virginiana","Prunus virginiana","PRVI"
"1618",90687,"Spring and Summer","None","High","Yes","No","No","White","Yes","Green","Moderate","Porous","Medium","Red","No","Thicket Forming","Rapid","20","20.0","No","No","Short","No","None","Yes","Erect","Severe","Yes","Yes","Yes","Low","Medium","Yes","Medium","Medium","High","90","Medium","Medium",8,5.5,"2700","700","30","16","24","Medium","Intermediate","-38","Spring","Routinely Available","High","Summer","Summer","No","Yes","No","Yes","No","No","Yes","No","No","No","5000","Slow","Medium","No","Moderate","No","No","No","Low","No","No","Yes","Medium","No","No","No","Yes","Prunus virginiana","Prunus virginiana","PRVID"
"1619",46300,"Spring and Summer","None","Medium","No","No","No","Purple","Yes","Gray-Green","Moderate","Porous","Coarse","Green","No","Stoloniferous","Rapid",NA,"1.5","No","No","Moderate","No","None","No","Decumbent","None","Yes","Yes","Yes","None","Medium","No","Medium","Medium","Medium","115","None","Medium",8,5.4,NA,NA,"55","16","10","None","Intermediate","-38","Mid Summer","Routinely Available","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","668000","Moderate","Low","No","Slow","No","No","No",NA,"No","No","No",NA,"Yes","No","No","No","Prunella vulgaris","Prunella vulgaris","PRVU"
"1620",85303,"Year Round","None","Medium","No","No","No","White","No","Green","Moderate","Moderate","Medium","Yellow","Yes","Single Stem","Moderate","25","25.0","No","Yes","Long","No","None","Yes","Erect","None","Yes","Yes","Yes","Low","Medium","No","Medium","Medium","Medium","365","Medium","Medium",7,5.5,"400","100","150","40","36","Medium","Intermediate","33","Spring","Routinely Available","High","Summer","Summer","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","36200","Moderate","Medium","No","None","Yes","No","No",NA,"No","No","Yes","Low","Yes","No","No","No","Psidium guajava","Psidium guajava","PSGU"
"1621",25152,"Spring, Summer, Fall","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Coarse","Brown","No","Bunch","Rapid",NA,"3.0","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","None","Medium","No","High","Low","Medium","90","None","Low",9,6.6,NA,NA,"45","12","16","Medium","Intolerant","-43","Mid Spring","Routinely Available","High","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No","162600","Slow","Low","No","None","No","No","Yes",NA,"No","No","No","High","No","No","No","No","Psathyrostachys juncea","Psathyrostachys juncea","PSJU3"
"1622",15594,"Spring","None","High","No","No","No","Yellow","No","Green","Moderate","Moderate","Medium","Brown","Yes","Single Stem","Moderate","24","75.0","No","No","Long","No","None","No","Erect","None","Yes","No","Yes","None","None","Yes","High","Low","Low","200","None","Low",7,5,"1200","300","40","12","30","None","Intolerant","-13","Early Spring","Routinely Available","Medium","Summer","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No","4140","Slow","Medium","No","None","No","No","No","Medium","No","No","Yes",NA,"No","No","No","No","Pseudotsuga macrocarpa","Pseudotsuga macrocarpa","PSMA"
"1623",15595,"Spring and Summer","None","High","No","No","Yes",NA,"No","Green","Dense","Dense","Medium","Brown","No","Single Stem","Moderate","40","200.0","No","Yes","Long","No","None","No","Conical","None","Yes","No","Yes","Low","Low","Yes","Low","Medium","Low","130","Low","Medium",7.5,5,"1200","300","100","18","26","Low","Intermediate","-33","Mid Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","42080","Moderate","High","No","None","No","Yes","No","Medium","Yes","Yes","Yes","Low","No","Yes","Yes","Yes","Pseudotsuga menziesii","Pseudotsuga menziesii","PSME"
"1624",15596,"Spring and Summer","None","High","No","No","No","Yellow","No","Green","Dense","Dense","Medium","Brown","No","Single Stem","Moderate","25","110.0","No","No","Long","No","None","No","Conical","None","Yes","No","Yes","Low","Medium","Yes","High","Medium","None","65","None","Medium",7.2,5.9,"1200","300","45","22","26","None","Intermediate","-32","Mid Spring","Contracting Only","High","Summer","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No","38080","Slow","Medium","No","None","No","No","No","Medium","Yes","No","No","Low","No","No","No","No","Pseudotsuga menziesii","Pseudotsuga menziesii","PSMEG"
"1625",48595,NA,"None",NA,"No","No","No","White","Yes","Green",NA,NA,NA,"Black","Yes","Single Stem",NA,"49","20.0","No","Yes",NA,"No","None","No","Erect",NA,"No","Yes","No",NA,NA,"No",NA,NA,"Medium",NA,"Low",NA,NA,NA,"1280","640",NA,NA,"36",NA,NA,NA,"Spring",NA,"Low",NA,NA,"No","No","No","Yes","No","Yes","Yes","No","No","No",NA,NA,NA,"No",NA,"No","No","No",NA,"No","No","No",NA,"No","No","No","No","Psydrax odorata","Psydrax odorata","PSOD"
"1626",25164,"Spring, Summer, Fall","None","Medium","No","No","No","Yellow","No","Green","Dense","Porous","Medium","Brown","No","Bunch","Moderate",NA,"2.5","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","Low","High","No","High","Low","Low","90","None","Low",8.4,6.4,NA,NA,"35","10","10","Low","Intolerant","-36","Early Spring","Routinely Available","High","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","145000","Slow","Medium","No","None","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Pseudoroegneria spicata","Pseudoroegneria spicata","PSSPI"
"1627",25167,"Spring, Summer, Fall","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Green","No","Bunch","Rapid",NA,"3.0","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","None","High","No","High","Low","Low","90","None","Low",8.4,6.6,NA,NA,"35","8","10","Low","Intolerant","-38","Early Summer","Routinely Available","High","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","125680","Slow","Medium","No","None","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Pseudoroegneria spicata","Pseudoroegneria spicata","PSSPS"
"1628",13351,"Spring and Summer","None",NA,"No","No","No","Green","No","Dark Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"6.6","No","No","Moderate","No","None","No","Erect","Slight","Yes","No","Yes","None","Medium","No","Medium","Low","High","90","None","Medium",7,4.5,"10912","2728","60","16","10","None","Tolerant","-43","Summer","Routinely Available","Medium","Summer","Fall","No","Yes","Yes","No","No","No","Yes","No","Yes","No",NA,"Moderate","Medium","No","Moderate","No","No","No",NA,"No","No","No","Low","No","No","No","No","Pteridium aquilinum","Pteridium aquilinum","PTAQ"
"1629",25191,"Spring, Summer, Fall","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Fine","Brown","No","Bunch","Slow",NA,"1.4","No","No","Moderate","No","None","No","Semi-Erect","None","No","Yes","Yes","Medium","Low","No","Low","Low","Medium","100","None","Medium",7.2,6.2,NA,NA,"40","20","6","None","Tolerant","-23","Early Summer","No Known Source","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","425000","Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Ptilagrostis kingii","Ptilagrostiella kingii","PTKI"
"1630",82042,"Year Round","None",NA,"No","No","No","Yellow","Yes","Green","Moderate","Moderate","Medium","Brown","Yes","Single Stem",NA,"40","75.0","No","Yes",NA,"No","Low","No","Semi-Erect",NA,"Yes","Yes","Yes","High","Medium","No","Low","High",NA,"365","Low",NA,8.5,6,"640","320","70","30","36","High",NA,"40","Spring",NA,NA,"Spring","Fall","Yes","No","No","No","No","No","Yes","No","No","No","25353",NA,NA,"No",NA,"No","No","No","Low","No","No","No","Low","No","No","No","No","Pterocarpus officinalis","Pterocarpus officinalis","PTOF"
"1631",93565,"Spring and Summer","None","High","No","Yes","No","Yellow","No","Green","Moderate","Porous","Medium","Red","No","Single Stem","Slow","20","25.0","No","Yes","Long","No","None","Yes","Erect","None","Yes","No","Yes","Low","Medium","Yes","Low","Low","Low","165","None","High",7,4.8,"700","300","50","30","30","Medium","Intermediate","-33","Early Summer","No Known Source","High","Summer","Summer","No","Yes","No","Yes","No","No","Yes","No","No","No","12000","Slow","Low","No","None","No","No","No","Medium","No","No","Yes","Low","No","No","No","No","Ptelea trifoliata","Ptelea trifoliata","PTTR"
"1632",90706,"Spring, Summer, Fall","None","Medium","No","No","No","Yellow","Yes","Dark Green","Moderate","Moderate","Medium","Yellow","No","Multiple Stem","Slow","3","5.0","No","Yes","Moderate","No","Low","Yes","Rounded","None","Yes","No","Yes","None","High","Yes","High","Low","None","200","Medium","Low",8,6.8,"2500","500","15","5","12","Medium","Intolerant","-13","Spring","Routinely Available","Medium","Summer","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","15800","Slow","High","No","None","No","No","Yes",NA,"No","No","Yes","High","No","No","No","No","Purshia glandulosa","Purshia glandulosa","PUGL2"
"1633",86583,"Spring and Summer","None","High","No","Yes","No","Orange","Yes","Green","Porous","Porous","Medium","Red","Yes","Stoloniferous","Slow","20","20.0","No","No","Moderate","No","None","Yes","Vase","None","No","Yes","Yes","None","None","No","None","Medium","Low","140","High","Medium",6.9,6,"300","170","60","30","20","Low","Intermediate","-13","Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","2400","Slow","Medium","No","None","Yes","No","No",NA,"No","No","Yes","Low","Yes","No","No","No","Punica granatum","Punica granatum","PUGR2"
"1634",25251,"Spring and Summer","None","High","No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Slow",NA,"0.8","No","No","Short","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Low","High","110","None","Medium",8.5,6.5,"11000","5000","45","24","10","High","Intolerant","-38","Late Spring","Routinely Available","Low","Summer","Summer","No","No","Yes","Yes","No","No","Yes","No","Yes","No","2108000","Slow","Low","No","Moderate","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Puccinellia nuttalliana","Puccinellia nuttalliana","PUNU2"
"1635",90712,"Summer","None","Medium","Yes","No","Yes","White","Yes","Green","Moderate","Porous","Fine","Brown","Yes","Multiple Stem","Moderate","10","25.0","No","Yes","Moderate","No","Low","Yes","Erect","None","Yes","No","Yes","None","High","Yes","High","Low","Medium","115","High","Low",8.5,7,"700","10","20","8","6","Low","Intolerant","-23","Mid Spring","No Known Source","Medium","Summer","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","64267","Slow","Medium","No","None","No","No","No",NA,"No","No","Yes","High","No","No","No","No","Purshia stansburiana","Purshia stansburiana","PUST"
"1636",90719,"Spring and Summer","None","Medium","No","No","No","Yellow","Yes","Green","Moderate","Porous","Coarse","Brown","Yes","Multiple Stem","Rapid","6","6.0","No","No","Long","No","Low","Yes","Semi-Erect","None","Yes","No","Yes","None","High","Yes","High","Medium","None","140","Medium","Low",8.4,5.6,"2728","390","24","8","20","None","Intermediate","-43","Early Spring","Routinely Available","Medium","Summer","Summer","No","Yes","No","Yes","No","No","Yes","No","No","No","17193","Slow","Medium","No","None","No","No","No",NA,"No","No","Yes","High","No","No","No","No","Purshia tridentata","Purshia tridentata","PUTR2"
