"","Name_submitted","Accepted_name","Accepted.Symbol","Synonym.Symbol","Symbol","PLANTS.Floristic.Area","State.and.Province","Category","Family","Duration","Growth.Habit","Native.Status","Characteristics.Data","Active.Growth.Period","After.Harvest.Regrowth.Rate","Bloat","C.N.Ratio","Coppice.Potential","Fall.Conspicuous","Fire.Resistance","Flower.Color","Flower.Conspicuous","Foliage.Color","Foliage.Porosity.Summer","Foliage.Porosity.Winter","Foliage.Texture","Fruit.Color","Fruit.Conspicuous","Growth.Form","Growth.Rate","Height.at.Base.Age..Maximum..feet.","Height..Mature..feet.","Known.Allelopath","Leaf.Retention","Lifespan","Low.Growing.Grass","Nitrogen.Fixation","Resprout.Ability","Shape.and.Orientation","Toxicity","Adapted.to.Coarse.Textured.Soils","Adapted.to.Medium.Textured.Soils","Adapted.to.Fine.Textured.Soils","Anaerobic.Tolerance","CaCO.SUB.3..SUB..Tolerance","Cold.Stratification.Required","Drought.Tolerance","Fertility.Requirement","Fire.Tolerance","Frost.Free.Days..Minimum","Hedge.Tolerance","Moisture.Use","pH..Minimum.","pH..Maximum.","Planting.Density.per.Acre..Minimum","Planting.Density.per.Acre..Maximum","Precipitation..Minimum.","Precipitation..Maximum.","Root.Depth..Minimum..inches.","Salinity.Tolerance","Shade.Tolerance","Temperature..Minimum..F.","Bloom.Period","Commercial.Availability","Fruit.Seed.Abundance","Fruit.Seed.Period.Begin","Fruit.Seed.Period.End","Fruit.Seed.Persistence","Propogated.by.Bare.Root","Propogated.by.Bulbs","Propogated.by.Container","Propogated.by.Corms","Propogated.by.Cuttings","Propogated.by.Seed","Propogated.by.Sod","Propogated.by.Sprigs","Propogated.by.Tubers","Seeds.per.Pound","Seed.Spread.Rate","Seedling.Vigor","Small.Grain","Vegetative.Spread.Rate","Berry.Nut.Seed.Product","Christmas.Tree.Product","Fodder.Product","Fuelwood.Product","Lumber.Product","Naval.Store.Product","Nursery.Stock.Product","Palatable.Browse.Animal","Palatable.Graze.Animal","Palatable.Human","Post.Product","Protein.Potential","Pulpwood.Product","Veneer.Product"
"1871","Solidago sempervirens","Solidago sempervirens","SOSE",NA,"SOSE","NA (L48, CAN), PR","CAN(NB, NF, NS, ON, PE, QC), USA+(PR), USA(AL, CT, DE, FL, GA, IL, IN, LA, MA, MD, ME, MI, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TX, VA)","Dicot","Asteraceae","Perennial","Forb/herb","L48(N)PR(I)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","Yes","Yes","Yellow","Yes","Dark Green","Moderate","Porous","Coarse","Brown","No","Multiple Stem","Moderate",NA,4,"No","No","Short","No","None","No","Semi-Erect","None","Yes","Yes","No","Low","Low","No","Medium","Low","High",180,"None","Low",5.5,7.5,2700,4800,35,60,14,"High","Intolerant",-13,"Late Summer","Routinely Available","Low","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No",700000,"Slow","Low","No","Slow","No","No","No",NA,"No","No","Yes","Low","Low","No","No","Low","No","No"
"1872","Solidago uliginosa var. uliginosa",NA,"SOULU",NA,"SOULU","NA (L48, CAN, SPM)","CAN(LB, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, CT, DC, DE, GA, IA, IL, IN, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV)","Dicot","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)SPM(N)","Yes","Spring, Summer, Fall","Slow","None","High","No","Yes","No","Yellow","Yes","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,2,"No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","None","No","Low","Low","High",140,"None","High",4.5,5.7,1700,2700,36,55,6,"None","Intermediate",-23,"Mid Summer","No Known Source","Medium","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",700000,"Slow","Medium","No","Slow","No","No","No",NA,"No","No","No","Low","Low","No","No",NA,"No","No"
"1873","Sophora chrysophylla","Sophora chrysophylla","SOCH",NA,"SOCH","HI","USA(HI)","Dicot","Fabaceae","Perennial","Tree, Shrub","HI(N)","Yes","Year Round",NA,"None","Low","No","No","No","Yellow","Yes","Gray-Green","Moderate","Moderate","Medium","Yellow","Yes","Single Stem","Moderate",40,40,"No","Yes","Long","No","Medium","Yes","Erect","None","Yes","Yes","Yes","None","Medium","No","Medium","Medium","Medium",350,"Medium","Medium",5.5,7.5,400,1600,40,150,24,"None","Intermediate",24,"Winter","Routinely Available","High","Spring","Summer","Yes","Yes","No","Yes","No","No","Yes","No","No","No",11325,"Moderate","Medium","No","None","No","No","No",NA,"No","No","Yes","High","High","No","Yes",NA,"No","No"
"1874","Sophora secundiflora","Dermatophyllum secundiflorum","SOSE3",NA,"SOSE3","NA (L48)","USA(NM, TX)","Dicot","Fabaceae","Perennial","Tree, Shrub","L48(N)","Yes","Spring and Summer",NA,"None","Medium","Yes","Yes","No","Purple","Yes","Green","Dense","Dense","Medium","Black","No","Multiple Stem","Moderate",15,15,"No","Yes","Long","No","Medium","Yes","Semi-Erect","None","No","Yes","Yes","None","High","No","Medium","Low","Low",200,"High","Medium",6,9.5,700,2700,8,24,24,"High","Intolerant",7,"Early Spring","Routinely Available","Medium","Spring","Summer","No","Yes","No","Yes","No","No","Yes","No","No","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","Yes",NA,NA,"No","No",NA,"No","No"
"1875","Sorbus americana","Sorbus americana","SOAM3",NA,"SOAM3","NA (L48, CAN, SPM)","CAN(NB, NF, NS, ON, PE, QC), FRA(SB), USA(CT, GA, IL, MA, MD, ME, MI, MN, NC, NH, NJ, NY, PA, RI, SC, TN, VA, VT, WI, WV)","Dicot","Rosaceae","Perennial","Tree, Shrub","L48(N)CAN(N)SPM(N)","Yes","Spring and Summer",NA,"None","High","No","Yes","No","White","Yes","Green","Moderate","Porous","Fine","Orange","Yes","Single Stem","Moderate",30,40,"No","No","Moderate","No","None","Yes","Erect","None","Yes","Yes","Yes","Low","Low","Yes","Low","Medium","Low",90,"None","Medium",5.3,6.8,300,1200,24,60,28,"None","Intermediate",-38,"Early Summer","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No",160000,"Slow","Medium","No","None","No","No","No",NA,"No","No","Yes","High","Low","No","No","Low","No","No"
"1876","Sorbus aucuparia","Sorbus aucuparia","SOAU",NA,"SOAU","NA (L48, AK, CAN, SPM)","CAN(AB, BC, LB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AK, CA, CO, CT, DC, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NY, OH, OR, PA, RI, SC, UT, VT, WA, WI, WV, WY)","Dicot","Rosaceae","Perennial","Tree, Shrub","L48(I)AK(I)CAN(I)SPM(I)","Yes","Spring and Summer",NA,"None","High","No","Yes","No","White","Yes","Green","Moderate","Porous","Fine","Orange","Yes","Single Stem","Rapid",35,40,"No","No","Moderate","No","None","Yes","Erect","None","Yes","Yes","No","None","Low","Yes","Low","Medium","None",110,"None","Medium",5.5,7.5,300,1200,28,60,28,"None","Intermediate",-33,"Late Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No",125000,"Slow","Medium","No","None","No","No","No",NA,"No","No","Yes",NA,NA,"No","No","Low","No","No"
"1877","Sorbus decora","Sorbus decora","SODE3",NA,"SODE3","NA (L48, CAN, GL, SPM)","CAN(LB, MB, NB, NF, NS, ON, QC, SK), DEN(GL), FRA(SB), USA(CT, IA, IL, IN, MA, ME, MI, MN, NH, NY, OH, PA, VT, WI)","Dicot","Rosaceae","Perennial","Tree, Shrub","L48(N)CAN(N)GL(N)SPM(N)","Yes","Summer and Fall",NA,"None","High","No","Yes","No","White","Yes","Gray-Green","Moderate","Porous","Fine","Red","Yes","Single Crown","Slow",60,40,"No","No","Short","No","None","No","Oval","Slight","No","No","Yes","Low","Low","Yes","Low","Medium","Medium",88,"Low","Low",4,7,320,1200,16,51,36,"None","Tolerant",-50,"Early Summer","Routinely Available","High","Fall","Fall","Yes","No","No","No","No","No","Yes","No","No","No",15181,"Moderate","High","No","Slow","Yes","No","No","High","No","No","No","Medium","Low","Yes","Yes","Low","Yes","No"
"1878","Sorbus scopulina","Sorbus scopulina","SOSC2",NA,"SOSC2","NA (L48, AK, CAN)","CAN(AB, BC, NT, SK, YT), USA(AK, AZ, CA, CO, ID, MT, ND, NM, NV, OR, SD, UT, WA, WY)","Dicot","Rosaceae","Perennial","Tree, Shrub","L48(N)AK(N)CAN(N)","Yes","Spring and Summer",NA,"None","High","No","Yes","No","White","Yes","Green","Moderate","Porous","Fine","Red","Yes","Multiple Stem","Moderate",3,12,"No","No","Moderate","No","None","Yes","Erect","None","Yes","Yes","No","Low","Low","Yes","None","Medium","None",120,"Low","Medium",5.6,7.3,250,1200,10,60,12,"None","Intermediate",-3,"Summer","Contracting Only","High","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No",144000,"Rapid","High","No","None","No","No","No",NA,"No","No","Yes","Medium","Low","No","No","Medium","No","No"
"1879","Sorbus sitchensis var. grayi","Sorbus occidentalis","SOSIG",NA,"SOSIG","NA (L48, AK, CAN)","CAN(BC, YT), USA(AK, CA, OR, WA)","Dicot","Rosaceae","Perennial","Tree, Shrub","L48(N)AK(N)CAN(N)","Yes","Spring and Summer",NA,"None","High","Yes","Yes","No","White","Yes","Dark Green","Moderate","Porous","Fine","Red","Yes","Single Stem","Slow",15,15,"No","No","Moderate","No","None","Yes","Erect","None","Yes","Yes","Yes","None","None","Yes","Low","Medium","Low",100,"Low","Medium",6,7.2,700,1700,20,40,16,"None","Intolerant",-28,"Late Spring","Contracting Only","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No",140000,"Moderate","High","No","Moderate","No","No","No",NA,"No","No","No","Low","Low","No","No",NA,"No","No"
"1880","Sorghastrum nutans","Sorghastrum nutans","SONU2",NA,"SONU2","NA (L48, CAN)","CAN(MB, ON, QC, SK), USA(AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY)","Monocot","Poaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Summer and Fall","Rapid","None","Medium","No","No","No","Yellow","No","Gray-Green","Dense","Porous","Coarse","Brown","No","Bunch","Moderate",NA,4,"No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","Low","High","No","Medium","Low","High",190,"None","Medium",5,7.5,NA,NA,16,35,24,"Medium","Intolerant",-8,"Late Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",168400,"Slow","Medium","No","Moderate","No","No","Yes",NA,"No","No","No","Medium","High","No","No","Medium","No","No"
"1881","Sorghum bicolor","Sorghum bicolor","SOBI2",NA,"SOBI2","NA (L48, CAN, GU, PB), HI, PR, VI","CAN(ON, QC), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WY)","Monocot","Poaceae","Annual","Graminoid","L48(I)HI(I)PR(I)VI(I)CAN(I)","Yes","Summer and Fall","Rapid","None","Low","No","No","No","Brown","No","Green","Dense","Moderate","Coarse","Brown","Yes","Bunch","Rapid",NA,4,"No","No",NA,"No","None","No","Erect","Moderate","Yes","Yes","Yes","None","Low","No","High","High","Low",90,"None","Medium",5.5,7.5,NA,NA,18,60,12,"Medium","Intolerant",47,"Late Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",27280,"Slow","High","Yes","None","No","No","Yes",NA,"No","No","No","Medium","High","Yes","No","Medium","No","No"
"1882","Sorghum bicolor ssp. bicolor","Sorghum bicolor subsp. bicolor","SOBIB",NA,"SOBIB","NA (L48, CAN), HI, PR, VI","CAN(ON, QC), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WY)","Monocot","Poaceae","Annual","Graminoid","L48(I)HI(I)PR(I)VI(I)CAN(W)","Yes","Summer and Fall","Rapid","None","Low","No","No","No","Yellow","No","Green","Dense","Moderate","Coarse","Brown","Yes","Bunch","Rapid",NA,8,"Yes","No",NA,"No","None","No","Erect","Moderate","Yes","Yes","Yes","None","Low","No","High","High","Low",60,"None","Medium",5.5,7.5,NA,NA,18,60,12,"Medium","Intolerant",47,"Late Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",24960,"Slow","High","Yes","None","No","No","Yes",NA,"No","No","No","Medium","High","Yes","No","High","No","No"
"1883","Sorghum bicolor ssp. drummondii","Sorghum x drummondii","SOBID",NA,"SOBID","NA (L48, CAN), HI","CAN(ON, QC), USA(AL, AZ, CA, FL, HI, IA, IL, IN, KY, LA, MA, MN, MO, MS, NC, ND, NM, OR, PA, SC, TN, VA)","Monocot","Poaceae","Annual","Graminoid","L48(I)HI(I)CAN(I)","Yes","Summer and Fall","Slow","None","Medium","No","Yes","No","Yellow","No","Green","Dense","Moderate","Coarse","Brown","No","Bunch","Rapid",NA,2,"Yes","No",NA,"No","None","No","Erect","Slight","Yes","Yes","Yes","None","Low","No","High","High","None",90,"None","Low",5.7,6.8,NA,NA,17,40,9,"Medium","Intolerant",57,"Early Summer","Routinely Available","High","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No",44240,"None","Low","Yes","None","No","No","Yes",NA,"No","No","No","High","High","Yes","No","High","No","No"
"1884","Sorghum halepense","Sorghum halepense","SOHA",NA,"SOHA","NA (L48, CAN), HI, PR","CAN(ON), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Poaceae","Perennial","Graminoid","L48(I)HI(I)PR(I)CAN(I)","Yes","Summer and Fall","Rapid","None","Medium","No","No","No","Yellow","No","Green","Dense","Moderate","Coarse","Brown","Yes","Rhizomatous","Rapid",NA,4,"Yes","No","Long","No","None","No","Erect","Slight","Yes","Yes","Yes","Low","Low","No","Low","Medium","High",165,"None","High",5,7,4800,11000,32,60,10,"Low","Intolerant",-13,"Late Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","Yes","No",119280,"Rapid","High","Yes","Rapid","No","No","Yes",NA,"No","No","No","High","High","No","No","Medium","No","No"
"1885","Sparganium americanum","Sparganium americanum","SPAM",NA,"SPAM","NA (L48, CAN, SPM)","CAN(MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Monocot","Sparganiaceae","Perennial","Forb/herb","L48(N)CAN(N)SPM(N)","Yes","Spring","Slow","None",NA,"No","No","No","Green","No","Green","Moderate","Porous","Medium","Green","No","Colonizing","Moderate",NA,3,"No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Low","No","None","Low","None",95,"None","High",4.9,7.3,3500,4800,35,50,8,"None","Intermediate",-33,"Indeterminate","Routinely Available","Medium","Spring","Fall","Yes","No","No","No","No","No","Yes","No","Yes","No",NA,"Rapid","High","No","Rapid","No","No","No",NA,"No","No","No","Medium",NA,"No","No",NA,"No","No"
"1886","Sparganium eurycarpum","Sparganium eurycarpum","SPEU",NA,"SPEU","NA (L48, CAN, SPM)","CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA(AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY)","Monocot","Sparganiaceae","Perennial","Forb/herb","L48(N)CAN(N)SPM(N)","Yes","Spring","Slow","None",NA,"No","No","No","Green","No","Green","Moderate","Porous","Medium","Green","No","Colonizing","Moderate",NA,5,"No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","None","Low","None",95,"None","High",5,8.5,3500,4800,10,50,12,"None","Intermediate",-33,"Indeterminate","Routinely Available","Medium","Spring","Fall","Yes","No","No","No","No","No","Yes","No","Yes","No",1468,"Moderate","High","No","Rapid","No","No","No",NA,"No","No","No","Medium",NA,"No","No",NA,"No","No"
"1887","Spartina alterniflora","Sporobolus alterniflorus","SPAL",NA,"SPAL","NA (L48, CAN)","CAN(NB, NF, NS, PE, QC), USA(AL, CA, CT, DE, FL, GA, LA, MA, MD, ME, MS, NC, NH, NJ, NY, OR, RI, SC, TX, VA, WA)","Monocot","Poaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate",NA,4,"No","No","Moderate","Yes","None","No","Erect","None","Yes","Yes","Yes","High","Low","Yes","None","Medium","High",140,"None","High",5.4,7,2728,40000,40,100,12,"High","Intolerant",-23,"Late Spring","Routinely Available","Low","Spring","Summer","No","No","No","Yes","No","No","Yes","No","Yes","No",20000,"Slow","Low","No","Rapid","No","No","No",NA,"No","No","Yes","Low","Medium","No","No","Low","No","No"
"1888","Spartina bakeri","Sporobolus bakeri","SPBA",NA,"SPBA","NA (L48)","USA(FL, GA, SC, TX)","Monocot","Poaceae","Perennial","Graminoid","L48(N)","Yes","Summer","Slow","None",NA,"No","No","No","Green","No","Green","Dense","Dense","Fine","Brown","No","Bunch","Moderate",NA,7,"No","Yes","Moderate","Yes","None","No","Erect","None","Yes","Yes","Yes","High","High","No","None","Low","Low",280,"None","High",5,8.6,2728,10912,50,60,12,"High","Intolerant",17,"Summer","Routinely Available","Medium","Summer","Fall","Yes","No","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Medium","No","Slow","No","No","No",NA,"No","No","No","High","High","No","No",NA,"No","No"
"1889","Spartina cynosuroides","Sporobolus cynosuroides","SPCY",NA,"SPCY","NA (L48)","USA(AL, CT, DE, FL, GA, LA, MA, MD, MS, NC, NJ, NY, PA, RI, SC, TX, VA)","Monocot","Poaceae","Perennial","Graminoid","L48(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Green","Dense","Moderate","Coarse","Brown","No","Rhizomatous","Moderate",NA,8,"No","No","Long","Yes","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","None","Medium","High",210,"None","High",5.8,7.5,2700,11000,40,60,20,"High","Intolerant",-3,"Spring","Routinely Available","Low","Summer","Fall","No","Yes","No","No","No","No","No","No","Yes","No",NA,"Slow","Low","No","Rapid","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"1890","Spartina gracilis","Sporobolus hookerianus","SPGR",NA,"SPGR","NA (L48, CAN)","CAN(AB, BC, MB, NT, SK), USA(AZ, CA, CO, ID, KS, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)","Monocot","Poaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","High","No","No","No","Yellow","No","Green","Moderate","Porous","Coarse","Brown","No","Rhizomatous","Moderate",NA,3,"No","No","Long","Yes","None","No","Erect","None","No","Yes","Yes","Medium","High","No","Medium","Low","High",90,"None","Medium",7,9.5,2700,4800,12,30,14,"High","Intolerant",-38,"Late Summer","Routinely Available","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","Yes","No",105000,"Slow","Low","No","Moderate","No","No","Yes",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"1891","Spartina patens","Sporobolus pumilus","SPPA",NA,"SPPA","NA (L48, CAN), PR, VI","CAN(BC, NB, NF, NS, ON, PE, QC), USA+(PR, VI), USA(AL, CA, CT, DE, FL, GA, LA, MA, MD, ME, MI, MS, NC, NH, NJ, NY, OR, PA, RI, SC, TX, VA, WA)","Monocot","Poaceae","Perennial","Graminoid","L48(N)PR(N)VI(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Dark Green","Moderate","Porous","Coarse","Brown","No","Rhizomatous","Moderate",NA,3,"No","No","Long","Yes","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Medium","Medium","High",280,"None","Medium",5.3,7.5,11000,19000,32,65,10,"High","Intolerant",12,"Early Summer","Routinely Available","Low","Summer","Fall","No","No","No","Yes","No","No","No","No","Yes","No",110000,"Slow","Low","No","Rapid","No","No","No",NA,"No","No","Yes","Low","Low","No","No","Low","No","No"
"1892","Spartina pectinata","Sporobolus michauxianus","SPPE",NA,"SPPE","NA (L48, CAN, SPM)","CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA(AR, CO, CT, DC, DE, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Poaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)","Yes","Spring and Summer","Moderate","None","High","No","No","No","Yellow","No","Green","Dense","Moderate","Coarse","Brown","No","Rhizomatous","Rapid",NA,8,"No","No","Long","Yes","None","No","Erect","None","Yes","Yes","No","High","Medium","No","Low","Medium","High",110,"None","High",6,8.5,2700,4800,14,35,18,"Low","Intolerant",-38,"Mid Summer","Routinely Available","Low","Summer","Fall","Yes","No","No","No","No","No","Yes","No","Yes","No",638863,"Slow","Medium","No","Rapid","No","No","Yes",NA,"No","No","No","Low","Medium","No","No","Low","No","No"
"1893","Spartina spartinae","Sporobolus spartinae","SPSP",NA,"SPSP","NA (L48)","USA(AL, FL, LA, MS, TX)","Monocot","Poaceae","Perennial","Graminoid","L48(N)","Yes","Spring","Slow","None","Low","No","No","No","Green","No","Green","Moderate","Porous","Fine","Brown","Yes","Bunch","Moderate",NA,7,"No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","Medium","Medium","No","Medium","Medium","High",250,"None","Medium",5.5,7.5,2728,3700,40,50,18,"High","Intolerant",17,"Late Summer","Routinely Available","High","Spring","Summer","Yes","No","No","No","No","No","Yes","No","Yes","No",NA,"Moderate","High","No","None","No","No","No",NA,"No","No","No",NA,"High","No","No",NA,"No","No"
"1894","Sphaeralcea ambigua","Sphaeralcea ambigua","SPAM2",NA,"SPAM2","NA (L48)","USA(AZ, CA, NV, UT)","Dicot","Malvaceae","Perennial","Subshrub, Forb/herb","L48(N)","Yes","Spring and Summer","Moderate","None","High","No","Yes","No","Orange","Yes","Green","Moderate","Porous","Medium","Orange","No","Multiple Stem","Rapid",NA,5,"No","No","Short","No","None","No","Erect","None","Yes","Yes","Yes","None","High","No","High","Low","High",174,"None","Low",7.5,8.5,3500,11000,5,15,12,"Medium","Intolerant",-6,"Early Spring","Field Collections Only","High","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No",450000,"Rapid","High","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Medium","No","No"
"1895","Sphaeralcea coccinea","Sphaeralcea coccinea","SPCO",NA,"SPCO","NA (L48, CAN)","CAN(AB, BC, MB, SK), USA(AZ, CO, IA, ID, KS, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WY)","Dicot","Malvaceae","Biennial, Perennial","Subshrub, Forb/herb","L48(N)CAN(N)","Yes","Spring and Summer","Rapid","None","Medium","No","No","No","Red","Yes","Green","Porous","Porous","Fine","Brown","Yes","Multiple Stem","Rapid",NA,2,"No","No","Short","No","None","No","Erect","None","Yes","Yes","No","None","High","No","High","Low","Medium",115,"Medium","Low",6.5,8.4,2700,4800,6,35,6,"Medium","Intolerant",-23,"Spring","Field Collections Only","High","Summer","Fall","No","No","No","Yes","No","No","Yes","No","No","No",500000,"Rapid","High","No","None","No","No","No",NA,"No","No","Yes","Medium","Medium","No","No","Medium","No","No"
"1896","Sphaeralcea grossulariifolia","Sphaeralcea grossulariifolia","SPGR2",NA,"SPGR2","NA (L48)","USA(AZ, CA, ID, NM, NV, OR, UT, WA)","Dicot","Malvaceae","Perennial","Subshrub, Forb/herb","L48(N)","Yes","Spring and Summer",NA,"None","Medium","No","No","No","Red","Yes","Green","Porous","Porous","Medium","Brown","Yes","Single Crown","Moderate",NA,2,"No","No","Moderate","No","None","No","Decumbent","None","Yes","Yes","No","None","Low","No","Medium","Low","Medium",100,"None","Low",5,7,1700,2700,8,14,12,"None","Intermediate",-23,"Late Spring","Field Collections Only","Medium","Summer","Summer","Yes","Yes","No","Yes","No","No","Yes","No","No","No",500500,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No",NA,"No","No"
"1897","Sphaeralcea munroana","Sphaeralcea munroana","SPMU2",NA,"SPMU2","NA (L48, CAN)","CAN(BC), USA(CA, CO, ID, MT, NV, OR, UT, WA, WY)","Dicot","Malvaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Orange","Yes","Dark Green","Porous","Porous","Coarse","Brown","No","Single Crown","Moderate",NA,2,"No","No","Moderate","No","None","No","Erect","None","Yes","Yes","No","None","Medium","No","High","Low","Medium",120,"None","Low",6.3,8,NA,NA,8,16,16,"Low","Intolerant",-28,"Mid Spring","Field Collections Only","Medium","Spring","Summer","Yes","No","No","No","No","No","Yes","No","No","No",750000,"Slow","Medium","No","None","No","No","No",NA,"No","No","No",NA,NA,"No","No",NA,"No","No"
