"","genus","ResolvedName","csr_c","csr_r","usda_habit","usda_growth","usda_allelo","usda_lifespan","usda_nitro","usda_toxic","hyb_prop","hyb_ratio","gpi_inv_cong","gpi_inv_else","will_rangesize","will_preciprange","will_phrange"
"5353","Medicago","Medicago lupulina",16.1067396629938,54.2618843670433,"Forb/herb","Moderate","No","Short","Medium","None",0,0,TRUE,TRUE,NA,NA,NA
"5354","Medicago","Medicago polymorpha",21.6940057383133,54.3560044117014,"Forb/herb","Moderate","No","Short","High","None",0,0,TRUE,TRUE,NA,NA,NA
"5355","Medicago","Medicago sativa",14.8660092754884,39.9688107039836,"Forb/herb","Rapid","Yes","Long","High","None",0,0,TRUE,TRUE,NA,NA,NA
"5356","Melia","Melia azedarach",NA,NA,"Shrub, Tree","Rapid","Yes","Moderate","None","Slight",NA,NA,TRUE,TRUE,NA,NA,NA
"5357","Melicoccus","Melicoccus bijugatus",NA,NA,"Tree","Moderate","No","Long","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5358","Melilotus","Melilotus officinalis",NA,NA,"Forb/herb","Rapid","Yes","Short","Medium","Moderate",0,0,TRUE,TRUE,NA,NA,NA
"5359","Metasequoia","Metasequoia glyptostroboides",NA,NA,"Tree","Rapid","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5360","Metrosideros","Metrosideros polymorpha",NA,NA,"Tree, Shrub","Slow","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5361","Miscanthus","Miscanthus sinensis",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5362","Monarda","Monarda fistulosa var. fistulosa",NA,NA,"Subshrub, Forb/herb","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5363","Myrica","Myrica caroliniensis",NA,NA,"Shrub, Tree","Moderate","No","Long","None","None",0,0,TRUE,FALSE,3.12e+11,1109,3.879999638
"5364","Myrica","Myrica inodora",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,46629848125,521.2099609,3.170000076
"5365","Morinda","Morinda citrifolia",NA,NA,"Shrub, Tree","Moderate","No","Long","High","None",0,0,TRUE,TRUE,NA,NA,NA
"5366","Morus","Morus alba",49.5462612081646,10.7832843385378,"Tree, Shrub","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5367","Myosotis","Myosotis scorpioides",33.6104844288714,66.3895155711286,"Forb/herb","Moderate","No","Short","None","None",0.03417635,0.012987013,TRUE,TRUE,NA,NA,NA
"5368","Nandina","Nandina domestica",NA,NA,"Shrub","Rapid","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5369","Neonotonia","Neonotonia wightii",NA,NA,"Vine, Forb/herb","Moderate","No","Long","High","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5370","Nerium","Nerium oleander",35.5043075954431,0,"Tree, Shrub","Rapid","No","Moderate","None","Moderate",NA,NA,TRUE,TRUE,NA,NA,NA
"5371","Nuphar","Nuphar polysepala",NA,NA,"Forb/herb","Rapid","No","Short","None","None",10,0.2,TRUE,FALSE,NA,NA,NA
"5372","Nyssa","Nyssa biflora",NA,NA,"Tree","Moderate","No","Moderate","None","None",NA,NA,FALSE,FALSE,3.62e+11,758.6099243,3.75
"5373","Olsynium","Olsynium douglasii var. douglasii",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5374","Onobrychis","Onobrychis viciifolia",30.9714944694459,30.5935803893778,"Forb/herb","Moderate","No","Moderate","Medium","None",0,0,TRUE,FALSE,NA,NA,NA
"5375","Opuntia","Opuntia ficus-indica",NA,NA,"Tree, Shrub","Slow","No","Moderate","None","None",1.333333333,0.333333333,TRUE,TRUE,NA,NA,NA
"5376","Osteomeles","Osteomeles anthyllidifolia",NA,NA,"Shrub","Slow","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5377","Pachysandra","Pachysandra terminalis",NA,NA,"Forb/herb, Subshrub","Slow","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5378","Panicum","Panicum antidotale",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",0.051264525,0.019480519,TRUE,FALSE,NA,NA,NA
"5379","Panicum","Panicum coloratum",NA,NA,"Graminoid","Rapid","No","Moderate","None","Slight",0.051264525,0.019480519,TRUE,TRUE,NA,NA,NA
"5380","Panicum","Panicum hemitomon",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",0.051264525,0.019480519,TRUE,FALSE,2.26e+11,860.2299194,4.149999619
"5381","Panicum","Panicum miliaceum",NA,NA,"Graminoid","Rapid","No",NA,"None","None",0.051264525,0.019480519,TRUE,TRUE,NA,NA,NA
"5382","Parthenocissus","Parthenocissus tricuspidata",55.1481084096199,13.4424454918111,"Vine","Rapid","No","Long","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5383","Paspalum","Paspalum dilatatum",33.6765858918701,40.2643061046354,"Graminoid","Moderate","No","Moderate","None","Slight",0,0,TRUE,TRUE,NA,NA,NA
"5384","Paspalum","Paspalum lepton",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5385","Paspalum","Paspalum saurae",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5386","Paulownia","Paulownia tomentosa",84.1648934747371,13.170891834797,"Tree","Rapid","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5387","Cenchrus","Cenchrus setosus subsp. setosus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5388","Cenchrus","Cenchrus setosus subsp. setosus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5389","Cenchrus","Cenchrus ciliaris",16.4706044805207,16.1575075390174,"Graminoid","Rapid","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5390","Cenchrus","Cenchrus ciliaris",16.4706044805207,16.1575075390174,"Graminoid","Rapid","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5391","Cenchrus","Cenchrus flaccidus",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5392","Cenchrus","Cenchrus flaccidus",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5393","Cenchrus","Cenchrus americanus",23.8612636917754,35.7489652537562,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5394","Cenchrus","Cenchrus americanus",23.8612636917754,35.7489652537562,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5395","Cenchrus","Cenchrus purpureus",NA,NA,"Graminoid","Rapid","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5396","Cenchrus","Cenchrus purpureus",NA,NA,"Graminoid","Rapid","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5397","Cenchrus","Cenchrus setaceus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5398","Cenchrus","Cenchrus setaceus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5399","Penstemon","Penstemon hartwegii",NA,NA,NA,"Rapid","No","Short","None","None",0.081371694,0.075268817,TRUE,FALSE,NA,NA,NA
"5400","Penstemon","Penstemon heterophyllus var. purdyi",NA,NA,"Subshrub, Forb/herb","Moderate","No","Long","None","None",0.081371694,0.075268817,TRUE,FALSE,NA,NA,NA
"5401","Persea","Persea borbonia",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",NA,NA,TRUE,FALSE,3.53e+11,1113.479919,4.659999847
"5402","Phalaris","Phalaris aquatica",NA,NA,"Graminoid","Rapid","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5403","Philadelphus","Philadelphus coronarius",NA,NA,"Shrub","Moderate","No","Long","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5404","Phleum","Phleum pratense",26.8610668354108,42.190620449502,"Graminoid","Rapid","Yes","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5405","Phyllostachys","Phyllostachys aurea",NA,NA,"Graminoid, Shrub, Vine","Rapid","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5406","Picea","Picea abies",0,0,"Tree","Slow","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5407","Pieris","Pieris japonica",NA,NA,NA,"Slow","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5408","Pinus","Pinus canariensis",NA,NA,NA,"Slow","No","Long","None","None",0.216216216,0.08,TRUE,TRUE,NA,NA,NA
"5409","Pinus","Pinus glabra",NA,NA,"Tree","Rapid","No","Moderate","None","None",0.216216216,0.08,TRUE,TRUE,NA,NA,NA
"5410","Pinus","Pinus mugo",2.12806022919589,0,"Tree, Shrub","Slow","No","Long","None","None",0.216216216,0.08,TRUE,TRUE,NA,NA,NA
"5411","Pinus","Pinus nigra",NA,NA,"Tree","Moderate","No","Long","None","None",0.216216216,0.08,TRUE,TRUE,NA,NA,NA
"5412","Pinus","Pinus serotina",NA,NA,"Tree","Moderate","No","Moderate","None","None",0.216216216,0.08,TRUE,FALSE,NA,NA,NA
"5413","Pinus","Pinus sylvestris",2.62855610957239,0,"Tree","Rapid","No","Moderate","None","None",0.216216216,0.08,TRUE,TRUE,NA,NA,NA
"5414","Pittosporum","Pittosporum tobira",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",2.333333333,0.28,TRUE,TRUE,NA,NA,NA
"5415","Pittosporum","Pittosporum viridiflorum",NA,NA,"Tree","Moderate","No","Moderate","None","None",2.333333333,0.28,TRUE,TRUE,NA,NA,NA
"5416","Plantago","Plantago major",40.5764192029752,43.560447175725,"Forb/herb","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5417","Plantago","Plantago major",40.5764192029752,43.560447175725,"Forb/herb","Moderate","No","Short","None","None",0.131967086,0.074561404,TRUE,TRUE,NA,NA,NA
"5418","Platycladus","Platycladus orientalis",0,0,"Tree, Shrub","Rapid","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5419","Poa","Poa annua",8.17784198457564,88.3980868997521,"Graminoid","Rapid","No",NA,"None","None",0,0,TRUE,TRUE,NA,NA,NA
"5420","Poa","Poa annua",8.17784198457564,88.3980868997521,"Graminoid","Rapid","No",NA,"None","None",0.116245278,0.107526882,TRUE,TRUE,NA,NA,NA
"5421","Poa","Poa bulbosa",0,60.35536041143,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5422","Poa","Poa bulbosa",0,60.35536041143,"Graminoid","Moderate","No","Long","None","None",0.116245278,0.107526882,TRUE,TRUE,NA,NA,NA
"5423","Poa","Poa compressa",11.4262079618448,28.4769780366577,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5424","Poa","Poa compressa",11.4262079618448,28.4769780366577,"Graminoid","Moderate","No","Moderate","None","None",0.116245278,0.107526882,TRUE,TRUE,NA,NA,NA
"5425","Arctopoa","Arctopoa eminens",NA,NA,"Graminoid","Moderate","No","Short","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5426","Poa","Poa glauca subsp. glauca",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5427","Poa","Poa glauca subsp. glauca",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0.116245278,0.107526882,TRUE,FALSE,NA,NA,NA
"5428","Poa","Poa pratensis",12.3623904402586,87.6376095597414,"Graminoid","Rapid","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5429","Poa","Poa pratensis",12.3623904402586,87.6376095597414,"Graminoid","Rapid","No","Long","None","None",0.116245278,0.107526882,TRUE,TRUE,NA,NA,NA
"5430","Poa","Poa trivialis",32.2197461057248,32.1898938743808,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5431","Poa","Poa trivialis",32.2197461057248,32.1898938743808,"Graminoid","Moderate","No","Moderate","None","None",0.116245278,0.107526882,TRUE,TRUE,NA,NA,NA
"5432","Polemonium","Polemonium acutiflorum",NA,NA,"Forb/herb","Rapid","No","Short","None",NA,0,0,FALSE,FALSE,NA,NA,NA
"5433","Bistorta","Bistorta officinalis",45.3938819220692,24.4774531903194,"Forb/herb","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5434","Bistorta","Bistorta officinalis",62.1099729670998,33.3301461978366,"Forb/herb","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5435","Persicaria","Persicaria hydropiper",22.6045711759501,77.3954288240499,"Forb/herb","Rapid","No",NA,"None","None",1.814516129,0.28125,TRUE,TRUE,NA,NA,NA
"5436","Persicaria","Persicaria hydropiper",33.4496130872072,44.430117253967,"Forb/herb","Rapid","No",NA,"None","None",1.814516129,0.28125,TRUE,TRUE,NA,NA,NA
"5437","Persicaria","Persicaria maculosa",18.5282705033059,26.426556769025,"Forb/herb","Rapid","No","Short","None","None",1.814516129,0.28125,TRUE,TRUE,NA,NA,NA
"5438","Polypogon","Polypogon monspeliensis",NA,NA,"Graminoid","Rapid","No",NA,"None","None",1.960784314,0.166666667,TRUE,TRUE,NA,NA,NA
"5439","Populus","Populus x canadensis",NA,NA,"Tree","Rapid","No","Short","None","None",2.43902439,0.5,TRUE,TRUE,NA,NA,NA
"5440","Populus","Populus alba",39.6709033136119,7.57128526802827,"Tree","Rapid","No","Moderate","None","None",2.43902439,0.5,TRUE,TRUE,NA,NA,NA
"5441","Populus","Populus tristis",NA,NA,"Tree","Rapid","No","Moderate","None","None",2.43902439,0.5,TRUE,FALSE,NA,NA,NA
"5442","Populus","Populus nigra",41.8886170430606,4.10784693137022,"Tree","Rapid","No","Short","None","None",2.43902439,0.5,TRUE,TRUE,NA,NA,NA
"5443","Prestoea","Prestoea acuminata var. montana",NA,NA,"Tree",NA,"No",NA,"None",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"5444","Prunus","Prunus fruticosa",NA,NA,"Shrub","Moderate","No","Long","None","None",0.240891298,0.097560976,TRUE,FALSE,NA,NA,NA
"5445","Prunus","Prunus pumila var. besseyi",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0.240891298,0.097560976,TRUE,FALSE,NA,NA,NA
"5446","Prunus","Prunus serotina var. rufula",NA,NA,"Tree, Shrub","Rapid","No","Long","None","Severe",0.240891298,0.097560976,TRUE,FALSE,NA,NA,NA
"5447","Prunus","Prunus tenella",NA,NA,NA,"Moderate","No","Moderate","None","None",0.240891298,0.097560976,TRUE,FALSE,NA,NA,NA
"5448","Prunus","Prunus tomentosa",NA,NA,"Tree, Shrub","Moderate","No","Long","None","None",0.240891298,0.097560976,TRUE,TRUE,NA,NA,NA
"5449","Psathyrostachys","Psathyrostachys juncea",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5450","Pseudotsuga","Pseudotsuga menziesii var. glauca",NA,NA,"Tree","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5451","Psidium","Psidium guajava",NA,NA,"Tree, Shrub","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5452","Punica","Punica granatum",NA,NA,"Tree, Shrub","Slow","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5453","Pyracantha","Pyracantha coccinea",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5454","Pyrus","Pyrus calleryana",NA,NA,"Tree","Moderate","No","Long","None","Severe",0.952380952,0.066666667,TRUE,TRUE,NA,NA,NA
"5455","Pyrus","Pyrus communis",NA,NA,"Tree","Rapid","No","Short","None","None",0.952380952,0.066666667,TRUE,FALSE,NA,NA,NA
"5456","Pyrus","Pyrus ussuriensis",NA,NA,NA,"Slow","No","Moderate","None","None",0.952380952,0.066666667,TRUE,FALSE,NA,NA,NA
"5457","Quercus","Quercus acutissima",NA,NA,"Tree","Rapid","No","Long","None","None",1.865203762,0.811363636,TRUE,TRUE,NA,NA,NA
"5458","Ranunculus","Ranunculus repens",46.1780830231749,47.8650390739997,"Forb/herb","Rapid","No","Short","None","Moderate",2.222222222,0.1,TRUE,TRUE,NA,NA,NA
"5459","Ranunculus","Ranunculus repens",46.1780830231749,47.8650390739997,"Forb/herb","Rapid","No","Short","None","Moderate",0.044003432,0.066225166,TRUE,TRUE,NA,NA,NA
"5460","Rhus","Rhus aromatica var. serotina",NA,NA,"Shrub","Slow","No","Long","None","None",1.470588235,0.117647059,TRUE,FALSE,NA,NA,NA
"5461","Robinia","Robinia hispida var. fertilis",NA,NA,"Tree, Shrub","Rapid","No","Moderate","High","None",0,0,TRUE,FALSE,NA,NA,NA
"5462","Rosa","Rosa rugosa",48.5661630304928,3.13450164556235,"Subshrub","Moderate","No","Long","None","None",1.171624714,0.667826087,TRUE,TRUE,NA,NA,NA
"5463","Rosa","Rosa lucieae",NA,NA,"Vine, Subshrub","Rapid","No","Moderate","None","None",1.171624714,0.667826087,TRUE,FALSE,NA,NA,NA
"5464","Rosmarinus","Rosmarinus officinalis",3.55144520564402,0,"Shrub, Subshrub","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5465","Roystonea","Roystonea borinquena",NA,NA,"Tree","Moderate","No","Short","None","None",NA,NA,TRUE,FALSE,NA,NA,NA
"5466","Rubus","Rubus chamaemorus",36.8634860140944,19.1258710498727,"Subshrub, Forb/herb","Rapid","No","Short","None","None",0.06483085,0.181850534,TRUE,FALSE,NA,NA,NA
"5467","Rumex","Rumex arcticus",NA,NA,"Forb/herb","Moderate","No","Short","None","Slight",0.593395253,0.450980392,TRUE,FALSE,NA,NA,NA
"5468","Sabal","Sabal causiarum",NA,NA,"Tree","Slow","No","Short","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5469","Saccharum","Saccharum officinarum",68.8947532442507,7.69741031488092,"Graminoid","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5470","Tripidium","Tripidium ravennae",NA,NA,"Graminoid","Rapid","No","Short","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5471","Salix","Salix x cottetii",NA,NA,NA,"Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"5472","Salix","Salix x pendulina nothof. tristis",NA,NA,"Tree","Rapid","No","Short","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"5473","Salix","Salix alaxensis",NA,NA,"Tree, Shrub","Rapid","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"5474","Salix","Salix alba",25.3378541342213,11.3115323931969,"Tree","Rapid","Yes","Moderate","None","None",0.594652598,0.627358491,TRUE,TRUE,NA,NA,NA
"5475","Salix","Salix niphoclada",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"5476","Salix","Salix pentandra",23.2975880817133,18.4637092446169,"Tree","Rapid","No","Long","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"5477","Salix","Salix purpurea",17.7203658821553,10.7691402991573,"Tree, Shrub","Rapid","No","Long","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"5478","Sanguisorba","Sanguisorba minor",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5479","Sapindus","Sapindus drummondii",NA,NA,"Tree, Shrub","Moderate","No","Long","None","Moderate",0,0,FALSE,FALSE,NA,NA,NA
"5480","Scaevola","Scaevola sericea",NA,NA,"Shrub","Moderate","No","Long","None","None",0.833333333,0.0625,TRUE,TRUE,NA,NA,NA
"5481","Schoenoplectus","Schoenoplectus acutus var. acutus",NA,NA,"Graminoid","Moderate","No","Long","None","None",3.03030303,0.166666667,TRUE,FALSE,NA,NA,NA
"5482","Schoenoplectus","Schoenoplectus pungens var. pungens",NA,NA,"Graminoid","Moderate","No","Long","None","None",3.03030303,0.166666667,TRUE,TRUE,NA,NA,NA
"5483","Secale","Secale cereale",NA,NA,"Graminoid","Rapid","Yes",NA,"None","None",0,0,TRUE,TRUE,NA,NA,NA
"5484","Serenoa","Serenoa repens",NA,NA,"Tree, Shrub","Slow","No","Long","None","None",NA,NA,FALSE,FALSE,1.72e+11,1143.519958,4.659999847
"5485","Sesbania","Sesbania grandiflora",NA,NA,"Shrub, Tree","Rapid","No","Moderate","Medium","None",0,0,TRUE,FALSE,NA,NA,NA
"5486","Sesbania","Sesbania tomentosa",NA,NA,"Shrub","Moderate","No","Moderate","Medium","None",0,0,TRUE,FALSE,NA,NA,NA
"5487","Setaria","Setaria italica",53.3751700930042,30.3341825993699,"Graminoid","Rapid","No",NA,"None","None",0,0,TRUE,TRUE,NA,NA,NA
"5488","Setaria","Setaria italica",53.3751700930042,30.3341825993699,"Graminoid","Rapid","No",NA,"None","None",0.128205128,0.025,TRUE,TRUE,NA,NA,NA
"5489","Setaria","Setaria pumila",33.9299149757909,44.7915142052377,"Graminoid","Rapid","No",NA,"None","None",0,0,TRUE,TRUE,NA,NA,NA
"5490","Setaria","Setaria pumila",33.9299149757909,44.7915142052377,"Graminoid","Rapid","No",NA,"None","None",0.128205128,0.025,TRUE,TRUE,NA,NA,NA
"5491","Smilax","Smilax walteri",NA,NA,"Shrub, Vine","Rapid","No","Long","None","None",0,0,TRUE,FALSE,2.82e+11,753.8599243,3.75
"5492","Solanum","Solanum lycopersicum",NA,NA,"Forb/herb","Rapid","No","Short","None","Slight",0,0,TRUE,TRUE,NA,NA,NA
"5493","Solanum","Solanum lycopersicum",NA,NA,"Forb/herb","Rapid","No","Short","None","Slight",0.055096419,0.033057851,TRUE,TRUE,NA,NA,NA
"5494","Solanum","Solanum melongena",NA,NA,"Subshrub, Forb/herb","Rapid","No","Short","None","Slight",0,0,TRUE,TRUE,NA,NA,NA
"5495","Solanum","Solanum melongena",NA,NA,"Subshrub, Forb/herb","Rapid","No","Short","None","Slight",0.055096419,0.033057851,TRUE,TRUE,NA,NA,NA
"5496","Sophora","Sophora chrysophylla",NA,NA,"Tree, Shrub","Moderate","No","Long","Medium","None",0,0,FALSE,FALSE,NA,NA,NA
"5497","Sorbus","Sorbus aucuparia",53.0060489573427,7.706057270434,"Tree, Shrub","Rapid","No","Moderate","None","None",0.721954832,0.263513514,TRUE,TRUE,NA,NA,NA
"5498","Sorbus","Sorbus occidentalis",NA,NA,"Tree, Shrub","Slow","No","Moderate","None","None",0.721954832,0.263513514,TRUE,FALSE,NA,NA,NA
"5499","Sorghum","Sorghum bicolor",58.417332539865,15.0989913717651,"Graminoid","Rapid","No",NA,"None","Moderate",0,0,TRUE,TRUE,NA,NA,NA
"5500","Sorghum","Sorghum bicolor subsp. bicolor",NA,NA,"Graminoid","Rapid","Yes",NA,"None","Moderate",0,0,TRUE,FALSE,NA,NA,NA
"5501","Sorghum","Sorghum x drummondii",NA,NA,"Graminoid","Rapid","Yes",NA,"None","Slight",0,0,TRUE,TRUE,NA,NA,NA
"5502","Sorghum","Sorghum halepense",56.8574809942667,24.1606774944901,"Graminoid","Rapid","Yes","Long","None","Slight",0,0,TRUE,TRUE,NA,NA,NA
"5503","Sporobolus","Sporobolus alterniflorus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5504","Sporobolus","Sporobolus alterniflorus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5505","Sporobolus","Sporobolus alterniflorus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",1.086956522,0.125,TRUE,TRUE,NA,NA,NA
"5506","Sporobolus","Sporobolus alterniflorus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5507","Sporobolus","Sporobolus bakeri",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,88092258322,660.1700439,3.510000229
"5508","Sporobolus","Sporobolus bakeri",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,88092258322,660.1700439,3.510000229
"5509","Sporobolus","Sporobolus bakeri",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",1.086956522,0.125,TRUE,FALSE,88092258322,660.1700439,3.510000229
"5510","Sporobolus","Sporobolus bakeri",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,88092258322,660.1700439,3.510000229
"5511","Spiraea","Spiraea japonica",NA,NA,"Shrub","Moderate","No","Moderate","None","None",1.008403361,0.171428571,TRUE,TRUE,NA,NA,NA
"5512","Spiraea","Spiraea prunifolia",NA,NA,"Shrub","Rapid","No","Long","None","None",1.008403361,0.171428571,TRUE,FALSE,NA,NA,NA
"5513","Spiraea","Spiraea trilobata",NA,NA,"Shrub","Moderate","No","Moderate","None","None",1.008403361,0.171428571,TRUE,TRUE,NA,NA,NA
"5514","Spondias","Spondias mombin",72.2417917638546,6.42255514151416,"Tree","Moderate","No",NA,"None","None",NA,NA,FALSE,FALSE,NA,NA,NA
